method,hop,top_n,strategy,k1,b,num_queries,recall_at_5,recall_at_10,mrr_at_10,ndcg_at_10
query_expansion_bm25,1,3,edge_weight_log_passage_count,1.500000,0.750000,100,0.469833,0.609833,0.650345,0.521765
