method,hop,top_n,strategy,k1,b,num_queries,recall_at_5,recall_at_10,mrr_at_10,ndcg_at_10
query_expansion_bm25,1,5,edge_weight_log_passage_count,1.500000,0.750000,100,0.472333,0.612333,0.627163,0.510067
