method,hop,top_n,strategy,k1,b,num_queries,recall_at_5,recall_at_10,mrr_at_10,ndcg_at_10
query_expansion_bm25,1,3,edge_weight,1.500000,0.750000,100,0.499000,0.617333,0.657917,0.531507
