method,hop,top_n,strategy,k1,b,num_queries,recall_at_5,recall_at_10,mrr_at_10,ndcg_at_10
query_expansion_bm25,2,3,edge_weight,1.500000,0.750000,100,0.496500,0.609000,0.671262,0.528814
