method,hop,top_n,strategy,k1,b,num_queries,recall_at_5,recall_at_10,mrr_at_10,ndcg_at_10
query_expansion_bm25,1,10,edge_weight_log_passage_count,1.500000,0.750000,100,0.453167,0.602333,0.607829,0.495910
